date,strategy,nav,nav_gross,nav_net,cash,debt,interest,collateral_value,maintenance,gross_exposure,net_exposure,turnover,transaction_cost,signal,position,margin_call,liquidation_event,eligible_collateral_value,eligible_target_value,eligible_total_value,non_eligible_asset_value,target_value,required_repayment,required_additional_collateral,liquidation_proceeds,net_equity,cost_drag
2017-04-05,pledge_00685L_buy_00685L,1.0,1.0,1.0,0.0,0.19999999999999998,0.0,0.9999999999999999,0.0,,,,0.0,,,True,,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.0,1.0,0.0
2017-04-06,pledge_00685L_buy_00685L,0.9892275408670932,0.9892275408670932,0.9892275408670932,0.0,0.0018172352523098678,2.619047619047619e-05,0.991044776119403,0.0,,,,0.0,,,True,forced_liquidation_threshold,0.0,0.0,0.0,0.1982089552238806,0.0,0.20002619047619047,0.0023624058280028283,0.0,0.9892275408670932,0.0
2017-04-07,pledge_00685L_buy_00685L,0.9822621287664568,0.9822621287664568,0.9822621287664568,0.0,0.0018174732235929083,2.6428447473516765e-05,0.9840796019900497,0.0,,,,0.0,,,True,forced_liquidation_threshold,0.0,0.0,0.0,0.0,0.0,0.0018174732235929083,0.002362715190670781,0.0,0.9822621287664568,0.0
2017-04-11,pledge_00685L_buy_00685L,0.9792768161371451,0.9792768161371451,0.9792768161371451,0.0,0.001817711226038855,2.6666449919463456e-05,0.981094527363184,0.0,,,,0.0,,,True,forced_liquidation_threshold,0.0,0.0,0.0,0.0,0.0,0.001817711226038855,0.0023630245938505118,0.0,0.9792768161371451,0.0
2017-04-13,pledge_00685L_buy_00685L,0.9842517024816415,0.9842517024816416,0.9842517024816415,0.0,0.0018179492596517887,2.6904483532397117e-05,0.9860696517412935,0.0,,,,0.0,,,True,forced_liquidation_threshold,0.0,0.0,0.0,0.0,0.0,0.0018179492596517887,0.0023633340375473254,0.0,0.9842517024816416,1.1102230246251565e-16
2017-04-17,pledge_00685L_buy_00685L,0.9593758425263103,0.9593758425263104,0.9593758425263103,0.0,0.0018181873244357907,2.7142548316399136e-05,0.9611940298507462,0.0,,,,0.0,,,True,forced_liquidation_threshold,0.0,0.0,0.0,0.0,0.0,0.0018181873244357907,0.002363643521766528,0.0,0.9593758425263104,1.1102230246251565e-16
2017-04-18,pledge_00685L_buy_00685L,0.9633557039328386,0.9633557039328388,0.9633557039328386,0.0,0.001818425420394943,2.7380644275551443e-05,0.9651741293532337,0.0,,,,0.0,,,True,forced_liquidation_threshold,0.0,0.0,0.0,0.0,0.0,0.001818425420394943,0.002363953046513426,0.0,0.9633557039328388,1.1102230246251565e-16
2017-04-19,pledge_00685L_buy_00685L,0.9454450180445062,0.9454450180445063,0.9454450180445062,0.0,0.001818663547533328,2.7618771413936495e-05,0.9472636815920397,0.0,,,,0.0,,,True,forced_liquidation_threshold,0.0,0.0,0.0,0.0,0.0,0.001818663547533328,0.0023642626117933263,0.0,0.9454450180445063,1.1102230246251565e-16
2017-04-20,pledge_00685L_buy_00685L,0.9464398047618063,0.9464398047618064,0.9464398047618063,0.0,0.0018189017058550289,2.7856929735637286e-05,0.9482587064676615,0.0,,,,0.0,,,True,forced_liquidation_threshold,0.0,0.0,0.0,0.0,0.0,0.0018189017058550289,0.0023645722176115374,0.0,0.9464398047618064,1.1102230246251565e-16
2017-04-21,pledge_00685L_buy_00685L,0.9623599645822478,0.9623599645822478,0.9623599645822478,0.0,0.001819139895364129,2.809511924473735e-05,0.9641791044776119,0.0,,,,0.0,,,True,forced_liquidation_threshold,0.0,0.0,0.0,0.0,0.0,0.001819139895364129,0.0023648818639733678,0.0,0.9623599645822478,0.0
