date,strategy,nav,nav_gross,nav_net,cash,debt,interest,collateral_value,maintenance,gross_exposure,net_exposure,turnover,transaction_cost,signal,position,margin_call,liquidation_event,eligible_collateral_value,non_eligible_asset_value,required_repayment,required_additional_collateral,liquidation_proceeds,net_equity,cost_drag
2012-09-05,buy_hold_006208,1.0538963268108479,1.0538963268108479,1.0538963268108479,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-06,buy_hold_006208,1.0487469962238243,1.0487469962238243,1.0487469962238243,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-07,buy_hold_006208,1.0669412976313077,1.0669412976313077,1.0669412976313077,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-10,buy_hold_006208,1.0717473395125299,1.0717473395125299,1.0717473395125299,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-11,buy_hold_006208,1.0717473395125299,1.0717473395125299,1.0717473395125299,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-12,buy_hold_006208,1.0892550635084104,1.0892550635084104,1.0892550635084104,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-13,buy_hold_006208,1.0923446618606245,1.0923446618606245,1.0923446618606245,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-14,buy_hold_006208,1.1180913147957428,1.1180913147957428,1.1180913147957428,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-17,buy_hold_006208,1.1191211809131474,1.1191211809131474,1.1191211809131474,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-18,buy_hold_006208,1.1180913147957428,1.1180913147957428,1.1180913147957428,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-19,buy_hold_006208,1.1211809131479566,1.1211809131479566,1.1211809131479566,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-20,buy_hold_006208,1.1150017164435282,1.1150017164435282,1.1150017164435282,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-21,buy_hold_006208,1.118777892207346,1.118777892207346,1.118777892207346,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-24,buy_hold_006208,1.1174047373841394,1.1174047373841394,1.1174047373841394,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-25,buy_hold_006208,1.1156882938551316,1.1156882938551316,1.1156882938551316,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-26,buy_hold_006208,1.1074493649158936,1.1074493649158936,1.1074493649158936,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-27,buy_hold_006208,1.1084792310332985,1.1084792310332985,1.1084792310332985,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-09-28,buy_hold_006208,1.1091658084449019,1.1091658084449019,1.1091658084449019,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-01,buy_hold_006208,1.106419498798489,1.106419498798489,1.106419498798489,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-02,buy_hold_006208,1.116031582560933,1.116031582560933,1.116031582560933,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-03,buy_hold_006208,1.1095090971507031,1.1095090971507031,1.1095090971507031,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-04,buy_hold_006208,1.1084792310332983,1.1084792310332983,1.1084792310332983,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-05,buy_hold_006208,1.109509097150703,1.109509097150703,1.109509097150703,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-08,buy_hold_006208,1.1026433230346713,1.1026433230346713,1.1026433230346713,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-09,buy_hold_006208,1.0961208376244413,1.0961208376244413,1.0961208376244413,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-11,buy_hold_006208,1.068657741160315,1.068657741160315,1.068657741160315,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-12,buy_hold_006208,1.067971163748712,1.067971163748712,1.067971163748712,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-15,buy_hold_006208,1.06968760727772,1.06968760727772,1.06968760727772,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-16,buy_hold_006208,1.0731204943357358,1.0731204943357358,1.0731204943357358,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-17,buy_hold_006208,1.0731204943357358,1.0731204943357358,1.0731204943357358,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-18,buy_hold_006208,1.0789564023343627,1.0789564023343627,1.0789564023343627,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-19,buy_hold_006208,1.069001029866117,1.069001029866117,1.069001029866117,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-22,buy_hold_006208,1.0621352557500854,1.0621352557500854,1.0621352557500854,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-23,buy_hold_006208,1.0573292138688632,1.0573292138688632,1.0573292138688632,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-24,buy_hold_006208,1.05664263645726,1.05664263645726,1.05664263645726,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-25,buy_hold_006208,1.0514933058702365,1.0514933058702365,1.0514933058702365,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-26,buy_hold_006208,1.0360453141091654,1.0360453141091654,1.0360453141091654,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-29,buy_hold_006208,1.03707518022657,1.03707518022657,1.03707518022657,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-30,buy_hold_006208,1.0490902849296253,1.0490902849296253,1.0490902849296253,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-10-31,buy_hold_006208,1.0446275317542049,1.0446275317542049,1.0446275317542049,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-01,buy_hold_006208,0.9866117404737379,0.9866117404737379,0.9866117404737379,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-02,buy_hold_006208,0.9903879162375553,0.9903879162375553,0.9903879162375553,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-05,buy_hold_006208,0.9859251630621346,0.9859251630621346,0.9859251630621346,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-06,buy_hold_006208,0.9955372468245789,0.9955372468245789,0.9955372468245789,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-07,buy_hold_006208,0.9999999999999994,0.9999999999999994,0.9999999999999994,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-08,buy_hold_006208,0.9866117404737378,0.9866117404737378,0.9866117404737378,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-09,buy_hold_006208,1.0013731548232057,1.0013731548232057,1.0013731548232057,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-12,buy_hold_006208,0.9955372468245788,0.9955372468245788,0.9955372468245788,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-13,buy_hold_006208,0.9766563680054919,0.9766563680054919,0.9766563680054919,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-14,buy_hold_006208,0.9783728115345,0.9783728115345,0.9783728115345,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-15,buy_hold_006208,0.9749399244764841,0.9749399244764841,0.9749399244764841,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-16,buy_hold_006208,0.97185032612427,0.97185032612427,0.97185032612427,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-19,buy_hold_006208,0.9807758324751111,0.9807758324751111,0.9807758324751111,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-20,buy_hold_006208,0.9828355647099206,0.9828355647099206,0.9828355647099206,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-21,buy_hold_006208,0.9756265018880876,0.9756265018880876,0.9756265018880876,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-22,buy_hold_006208,0.9811191211809128,0.9811191211809128,0.9811191211809128,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-23,buy_hold_006208,1.0137315482320628,1.0137315482320628,1.0137315482320628,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-26,buy_hold_006208,1.0254033642293163,1.0254033642293163,1.0254033642293163,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-27,buy_hold_006208,1.0271198077583241,1.0271198077583241,1.0271198077583241,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-28,buy_hold_006208,1.0281496738757288,1.0281496738757288,1.0281496738757288,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-29,buy_hold_006208,1.040164778578784,1.040164778578784,1.040164778578784,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-11-30,buy_hold_006208,1.0504634397528314,1.0504634397528314,1.0504634397528314,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-03,buy_hold_006208,1.0487469962238236,1.0487469962238236,1.0487469962238236,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-04,buy_hold_006208,1.0487469962238236,1.0487469962238236,1.0487469962238236,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-05,buy_hold_006208,1.054239615516649,1.054239615516649,1.054239615516649,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-06,buy_hold_006208,1.052523171987641,1.052523171987641,1.052523171987641,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-07,buy_hold_006208,1.053209749399244,1.053209749399244,1.053209749399244,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-10,buy_hold_006208,1.0477171301064188,1.0477171301064188,1.0477171301064188,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-11,buy_hold_006208,1.0460006865774107,1.0460006865774107,1.0460006865774107,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-12,buy_hold_006208,1.0628218331616883,1.0628218331616883,1.0628218331616883,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-13,buy_hold_006208,1.0731204943357358,1.0731204943357358,1.0731204943357358,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-14,buy_hold_006208,1.0641949879848946,1.0641949879848946,1.0641949879848946,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-17,buy_hold_006208,1.0494335736354268,1.0494335736354268,1.0494335736354268,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-18,buy_hold_006208,1.049090284929625,1.049090284929625,1.049090284929625,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-19,buy_hold_006208,1.0504634397528314,1.0504634397528314,1.0504634397528314,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-20,buy_hold_006208,1.0394782011671808,1.0394782011671808,1.0394782011671808,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-21,buy_hold_006208,1.0305526948163397,1.0305526948163397,1.0305526948163397,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-22,buy_hold_006208,1.036045314109165,1.036045314109165,1.036045314109165,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-24,buy_hold_006208,1.0332990044627524,1.0332990044627524,1.0332990044627524,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-25,buy_hold_006208,1.0470305526948154,1.0470305526948154,1.0470305526948154,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-26,buy_hold_006208,1.0470305526948154,1.0470305526948154,1.0470305526948154,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-27,buy_hold_006208,1.044970820460006,1.044970820460006,1.044970820460006,,,,,,,,,0.0,,,,,,,,,,,0.0
2012-12-28,buy_hold_006208,1.0528664606934421,1.0528664606934421,1.0528664606934421,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-02,buy_hold_006208,1.0648815653964974,1.0648815653964974,1.0648815653964974,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-03,buy_hold_006208,1.0738070717473385,1.0738070717473385,1.0738070717473385,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-04,buy_hold_006208,1.065224854102299,1.065224854102299,1.065224854102299,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-07,buy_hold_006208,1.0624785444558864,1.0624785444558864,1.0624785444558864,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-08,buy_hold_006208,1.0549261929282516,1.0549261929282516,1.0549261929282516,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-09,buy_hold_006208,1.059388946103672,1.059388946103672,1.059388946103672,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-10,buy_hold_006208,1.0703741846893227,1.0703741846893227,1.0703741846893227,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-11,buy_hold_006208,1.0686577411603149,1.0686577411603149,1.0686577411603149,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-14,buy_hold_006208,1.064538276690696,1.064538276690696,1.064538276690696,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-15,buy_hold_006208,1.0573292138688628,1.0573292138688628,1.0573292138688628,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-16,buy_hold_006208,1.0508067284586329,1.0508067284586329,1.0508067284586329,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-17,buy_hold_006208,1.040164778578784,1.040164778578784,1.040164778578784,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-18,buy_hold_006208,1.0549261929282518,1.0549261929282518,1.0549261929282518,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-21,buy_hold_006208,1.0593889461036723,1.0593889461036723,1.0593889461036723,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-22,buy_hold_006208,1.06110538963268,1.06110538963268,1.06110538963268,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-23,buy_hold_006208,1.0583590799862674,1.0583590799862674,1.0583590799862674,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-24,buy_hold_006208,1.0480604188122202,1.0480604188122202,1.0480604188122202,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-25,buy_hold_006208,1.042567799519395,1.042567799519395,1.042567799519395,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-28,buy_hold_006208,1.0542396155166487,1.0542396155166487,1.0542396155166487,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-29,buy_hold_006208,1.0714040508067277,1.0714040508067277,1.0714040508067277,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-30,buy_hold_006208,1.071060762100926,1.071060762100926,1.071060762100926,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-01-31,buy_hold_006208,1.071060762100926,1.071060762100926,1.071060762100926,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-01,buy_hold_006208,1.075180226570545,1.075180226570545,1.075180226570545,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-04,buy_hold_006208,1.0847923103329893,1.0847923103329893,1.0847923103329893,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-05,buy_hold_006208,1.0799862684517672,1.0799862684517672,1.0799862684517672,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-06,buy_hold_006208,1.084105732921386,1.084105732921386,1.084105732921386,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-18,buy_hold_006208,1.094747682801235,1.094747682801235,1.094747682801235,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-19,buy_hold_006208,1.093031239272227,1.093031239272227,1.093031239272227,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-20,buy_hold_006208,1.102986611740473,1.102986611740473,1.102986611740473,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-21,buy_hold_006208,1.0937178166838302,1.0937178166838302,1.0937178166838302,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-22,buy_hold_006208,1.0899416409200127,1.0899416409200127,1.0899416409200127,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-23,buy_hold_006208,1.0950909715070363,1.0950909715070363,1.0950909715070363,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-25,buy_hold_006208,1.089598352214211,1.089598352214211,1.089598352214211,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-26,buy_hold_006208,1.0779265362169572,1.0779265362169572,1.0779265362169572,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-02-27,buy_hold_006208,1.0786131136285606,1.0786131136285606,1.0786131136285606,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-01,buy_hold_006208,1.085478887744592,1.085478887744592,1.085478887744592,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-04,buy_hold_006208,1.0717473395125288,1.0717473395125288,1.0717473395125288,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-05,buy_hold_006208,1.0806728458633699,1.0806728458633699,1.0806728458633699,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-06,buy_hold_006208,1.0851355990387903,1.0851355990387903,1.0851355990387903,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-07,buy_hold_006208,1.0847923103329888,1.0847923103329888,1.0847923103329888,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-08,buy_hold_006208,1.0923446618606236,1.0923446618606236,1.0923446618606236,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-11,buy_hold_006208,1.096807415036044,1.096807415036044,1.096807415036044,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-12,buy_hold_006208,1.0909715070374173,1.0909715070374173,1.0909715070374173,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-13,buy_hold_006208,1.0906282183316156,1.0906282183316156,1.0906282183316156,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-14,buy_hold_006208,1.0871953312735998,1.0871953312735998,1.0871953312735998,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-15,buy_hold_006208,1.0810161345691713,1.0810161345691713,1.0810161345691713,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-18,buy_hold_006208,1.0611053896326799,1.0611053896326799,1.0611053896326799,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-19,buy_hold_006208,1.06762787504291,1.06762787504291,1.06762787504291,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-20,buy_hold_006208,1.058702368692069,1.058702368692069,1.058702368692069,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-21,buy_hold_006208,1.061791967044283,1.061791967044283,1.061791967044283,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-22,buy_hold_006208,1.0573292138688626,1.0573292138688626,1.0573292138688626,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-25,buy_hold_006208,1.0641949879848942,1.0641949879848942,1.0641949879848942,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-26,buy_hold_006208,1.064538276690696,1.064538276690696,1.064538276690696,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-27,buy_hold_006208,1.0700308959835212,1.0700308959835212,1.0700308959835212,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-28,buy_hold_006208,1.0635084105732913,1.0635084105732913,1.0635084105732913,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-03-29,buy_hold_006208,1.0755235152763463,1.0755235152763463,1.0755235152763463,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-01,buy_hold_006208,1.0731204943357353,1.0731204943357353,1.0731204943357353,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-02,buy_hold_006208,1.0720906282183305,1.0720906282183305,1.0720906282183305,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-03,buy_hold_006208,1.0779265362169572,1.0779265362169572,1.0779265362169572,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-08,buy_hold_006208,1.0508067284586327,1.0508067284586327,1.0508067284586327,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-09,buy_hold_006208,1.049776862341228,1.049776862341228,1.049776862341228,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-10,buy_hold_006208,1.049776862341228,1.049776862341228,1.049776862341228,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-11,buy_hold_006208,1.0645382766906961,1.0645382766906961,1.0645382766906961,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-12,buy_hold_006208,1.0607621009268786,1.0607621009268786,1.0607621009268786,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-15,buy_hold_006208,1.0521798832818392,1.0521798832818392,1.0521798832818392,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-16,buy_hold_006208,1.054239615516649,1.054239615516649,1.054239615516649,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-17,buy_hold_006208,1.054239615516649,1.054239615516649,1.054239615516649,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-18,buy_hold_006208,1.051836594576038,1.051836594576038,1.051836594576038,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-19,buy_hold_006208,1.08273257809818,1.08273257809818,1.08273257809818,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-22,buy_hold_006208,1.0871953312736007,1.0871953312736007,1.0871953312736007,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-23,buy_hold_006208,1.0779265362169579,1.0779265362169579,1.0779265362169579,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-24,buy_hold_006208,1.089941640920013,1.089941640920013,1.089941640920013,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-25,buy_hold_006208,1.0913147957432194,1.0913147957432194,1.0913147957432194,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-26,buy_hold_006208,1.094061105389632,1.094061105389632,1.094061105389632,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-29,buy_hold_006208,1.0954342602128384,1.0954342602128384,1.0954342602128384,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-04-30,buy_hold_006208,1.1050463439752825,1.1050463439752825,1.1050463439752825,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-05-02,buy_hold_006208,1.1084792310332983,1.1084792310332983,1.1084792310332983,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-05-03,buy_hold_006208,1.111912118091314,1.111912118091314,1.111912118091314,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-05-06,buy_hold_006208,1.1156882938551316,1.1156882938551316,1.1156882938551316,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-05-07,buy_hold_006208,1.1163748712667347,1.1163748712667347,1.1163748712667347,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-05-08,buy_hold_006208,1.130106419498798,1.130106419498798,1.130106419498798,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-05-09,buy_hold_006208,1.137315482320631,1.137315482320631,1.137315482320631,,,,,,,,,0.0,,,,,,,,,,,0.0
2013-05-10,buy_hold_006208,1.129763130792996,1.129763130792996,1.129763130792996,,,,,,,,,0.0,,,,,,,,,,,0.0
